목적지명,목적지X좌표,목적지Y좌표,목적지읍면동명,중분류,소분류,방문건수,방문건수구간
주미동노인회관,127.1022327,36.42290044,금학동,사회시설,회관,3,1
주봉마을우렁촌,127.0870074,36.40010775,이인면,음식점,한식,51,4
주봉마을우렁촌,127.087012,36.40009739,이인면,음식점,한식,15,3
주원장밤짜장/[중식],127.0630278,36.47427718,우성면,음식점,중식,119,5
주은라파스요양병원,127.0575156,36.29166513,탄천면,의료시설,요양병원,103,5
중동공영주차타워,127.1257026,36.45484137,중학동,자동차시설,주차장,48,4
중동오뎅집,127.1236472,36.4520639,중학동,음식점,분식,52,4
중부산업,127.1521166,36.48589354,월송동,업종별기업,제조업,4,2
중앙분식,127.1227102,36.4553504,중학동,음식점,분식,60,5
중앙서림,127.1369792,36.47428367,신관동,문화용품,서적브랜드,7,3
중앙약국,127.1247304,36.45847984,웅진동,기타의료시설,약국,7,3
중앙의원,126.9508839,36.5530236,유구읍,의료시설,의원,3,1
중앙회관,126.9516894,36.55377352,유구읍,음식점,한식,3,1
중장1구마을회관,127.1752408,36.37352419,계룡면,사회시설,회관,3,1
중장리농촌체험휴양마을,127.1651014,36.36859484,계룡면,관광명소,체험학습,53,4
중흥저수지,127.172364,36.57338367,의당면,관광명소,저수지,11,3
지글지글공주알밤막창,127.1362132,36.47243154,신관동,음식점,전문음식점,4,2
지씨테크/공주공장,127.0771796,36.39315368,이인면,건축자재,건축자재기타,77,5
지유테크,127.0237685,36.30008065,탄천면,업종별기업,기계,6,2
진성아구찜/공주점,127.1341082,36.45310287,옥룡동,음식점,한식,29,4
진짜무쇠삼겹/공주점,127.1366459,36.47225612,신관동,음식점,한식,40,4
진흥가든/[한식],127.1764488,36.3741842,계룡면,음식점,한식,3,1
진흥각/[중식],127.1234806,36.45270272,중학동,음식점,중식,128,5
집쿡꼬마김밥,127.132942,36.47585684,신관동,음식점,분식,6,2
착한낙지/공주점,127.1580883,36.48103302,월송동,음식점,전문음식점,13,3
찰방복지회관,127.0653878,36.36182589,이인면,사회시설,사회복지시설,42,4
참조은에스에프/공주정안공장,127.1289508,36.61782279,정안면,업종별기업,음식료업,16,4
천년갈비,127.1722451,36.4843635,월송동,음식점,한식,55,5
천마승마목장,127.0801238,36.39384806,이인면,레저/스포츠,승마장,8,3
천안논산고속도로/본사,127.0881229,36.42245596,금학동,업종별기업,건설업,11,3
천연황토알밤농장,127.1372558,36.59899165,정안면,농/어업,농장/농원,9,3
천일상사,127.1237305,36.46142394,웅진동,업종별기업,업종별기업기타,24,4
천주교교동교회,127.1210641,36.45673002,웅진동,종교,성당시설,3,1
천주교유구성당,126.9502451,36.55185706,유구읍,종교,성당시설,11,3
청년다방/공주중동점,127.1248415,36.45586903,중학동,음식점,분식,4,2
청담솔호텔,127.2533728,36.3674362,반포면,숙박,모텔/여관,21,4
청둥오리랑닭이랑,127.1214806,36.46315881,웅진동,음식점,전문음식점,13,3
청룡손짜장/[중식],127.1400637,36.49814738,의당면,음식점,중식,15,3
청룡창고커피,127.1408119,36.49828095,의당면,카페,카페기타,128,5
청벽가든,127.2128284,36.43346017,반포면,음식점,전문음식점,3,1
청벽산,127.2210024,36.4301172,반포면,관광명소,명산,3,1
청석골칡냉면,127.123036,36.4660623,웅진동,음식점,한식,5,2
청송염소탕,127.1702252,36.58118833,의당면,음식점,한식,12,3
청수회관,126.9519966,36.54839159,유구읍,음식점,한식,3,1
청심약국,127.1246193,36.45714666,웅진동,기타의료시설,약국,3,1
청양분식,127.1238515,36.4577592,웅진동,음식점,한식,10,3
청양어죽,127.13934,36.47783883,월송동,음식점,전문음식점,23,4
청와대로스,127.1383401,36.47856096,월송동,음식점,한식,4,2
청운식당/[중식],127.139357,36.49906924,의당면,음식점,중식,268,5
청운정펜션,127.164561,36.36560177,계룡면,숙박,펜션,3,1
청풍식당,127.1347849,36.47195059,신관동,음식점,한식,3,1
초가집,127.1232173,36.45631555,중학동,음식점,한식,79,5
초대교회,127.1372291,36.47664451,신관동,종교,교회시설,35,4
초봉리마을회관,127.0700136,36.38937629,이인면,사회시설,회관,3,1
초이한옥호텔,127.1228972,36.46156281,웅진동,숙박,모텔/여관,80,5
촌정선곤드레밥,127.1218153,36.4655761,웅진동,음식점,한식,6,2
촌집,127.2532704,36.3640411,반포면,음식점,한식,82,5
최가네수육칼국수,127.1319847,36.46923331,신관동,음식점,한식,7,3
최가동해물짬뽕전문점/[중식],127.2598376,36.37199377,반포면,음식점,중식,4,2
최우선공인중개사사무소,127.121314,36.46678443,웅진동,생활서비스,부동산,3,1
추억의삼학,127.0186556,36.55655137,사곡면,음식점,한식,4,2
춘리마라탕/공주신관점,127.1396268,36.47300645,신관동,음식점,중식,3,1
춘산메밀꽃,127.2159448,36.42676177,반포면,음식점,한식,278,5
춘소커피,127.1201188,36.48089622,신관동,카페,카페기타,696,5
춤바위가든,127.0162671,36.54538596,사곡면,음식점,한식,3,1
충남교육연수원,127.1499788,36.49005526,월송동,교육기관,연수원,888,5
충남교향악단,127.1113427,36.46003514,웅진동,엔터테인먼트,엔터테인먼트기타,3,1
충남남부장애인종합복지관,127.143896,36.38268304,계룡면,사회시설,사회복지시설,31,4
충남인력개발원,127.1731144,36.52038973,의당면,교육기관,연수원,173,5
충만치킨/충남공주대점,127.1419787,36.47264499,신관동,음식점,치킨,3,1
충청남도교통연수원,127.1470892,36.48850433,월송동,교육기관,연수원,214,5
충청남도동물위생시험소/공주지소,127.1136755,36.4977253,우성면,연구기관,국공립,12,3
충청남도역사문화연구원,127.1467559,36.48917091,월송동,각종단체,재단,36,4
충청남도역사박물관,127.1266192,36.45373039,중학동,문화생활시설,박물관/기념관,37,4
충청남도인재개발원,127.1452005,36.48817102,월송동,교육기관,연수원,996,5
충청문화재연구원,127.2429703,36.40487553,반포면,연구기관,민간연구소,10,3
충청방송/본사,127.120953,36.45750771,웅진동,언론기관,방송사,3,1
치킨아울렛,127.1211197,36.45186946,중학동,음식점,치킨,3,1
카레이지히피스/2호점,127.2502274,36.36088082,반포면,카페,카페기타,53,4
카체르,127.2501923,36.36101946,반포면,카페,카페기타,3,1
카페그리너리&샌드위치,127.1217861,36.46617339,웅진동,레저/스포츠,키즈카페,7,3
카페댕,127.2039458,36.43065014,반포면,카페,이색카페,360,5
카페디자인컨셉,127.1538943,36.47170073,월송동,카페,커피전문점,4,2
카페버치,127.1301911,36.46946141,신관동,카페,카페기타,22,4
카페보노,127.1397289,36.47522802,신관동,카페,카페기타,6,2
카페보니비,127.2259364,36.40269247,반포면,카페,카페기타,18,4
카페보니비,127.2259441,36.40268124,반포면,카페,카페기타,8,3
카페봉갑리318,126.9023294,36.51261701,신풍면,카페,카페기타,4,2
카페수피아,127.1401455,36.47553354,신관동,카페,카페기타,3,1
카페스테이인터뷰/의당점,127.1360345,36.50983516,의당면,카페,카페기타,106,5
카페아띠,127.0415156,36.45911818,우성면,카페,카페기타,3,1
카페운암,127.020461,36.55421831,사곡면,카페,카페기타,144,5
카페유월,127.1984184,36.44414857,월송동,카페,카페기타,277,5
카페큐브,127.0480904,36.46976018,우성면,카페,카페기타,133,5
카페폰드,127.1020231,36.45086708,웅진동,카페,카페기타,30,4
카페프레즈,127.2317243,36.39893448,반포면,카페,카페기타,6,2
카페하루,127.1241365,36.4563659,중학동,카페,카페기타,11,3
카페화봉,127.1215911,36.53535994,정안면,카페,카페기타,47,4
칸모텔,127.1306222,36.47070186,신관동,숙박,모텔/여관,42,4
캔모아/공주대점,127.1368681,36.47245054,신관동,카페,카페기타,83,5
캠프달링,127.079158,36.6331961,정안면,레저/스포츠,캠프장,67,5
커피나그네,126.9597976,36.55169691,유구읍,카페,카페기타,5,2
커피이도,127.1351237,36.47040513,신관동,카페,카페기타,16,4
커피인터뷰/동학사점,127.2540905,36.38916772,반포면,카페,카페기타,271,5
컴포즈커피/공주신관점,127.1402093,36.47323802,신관동,카페,커피전문점,31,4
케이마트,127.1343127,36.4742281,신관동,슈퍼/마트,슈퍼/마트 기타,58,5
케이솔/정안공장,127.1310339,36.62160014,정안면,업종별기업,제조업,5,2
케이프타운,127.1433619,36.4616519,신관동,음식점,전문음식점,4,2
코스맥스향약원,126.9743535,36.61957168,유구읍,업종별기업,화학,17,4
코스타리몬,127.0441737,36.5568247,사곡면,숙박,펜션,3,1
코웨이/유구공장,126.9673269,36.55230156,유구읍,업종별기업,업종별기업기타,211,5
큐무인호텔,127.2519134,36.3644141,반포면,숙박,모텔/여관,46,4
큐브카페,127.1129813,36.47133942,웅진동,카페,카페기타,9,3
크라운호프/공주신관점,127.1361737,36.47156175,신관동,술집,호프,3,1
크리스탈모텔,127.1071208,36.46364582,웅진동,숙박,모텔/여관,7,3
크린토피아코인워시/공주교대점,127.1203147,36.4429197,금학동,생활서비스,세탁소,7,3
큰목골낚시터,127.176837,36.44320411,옥룡동,레저/스포츠,낚시,3,1
클레리아,127.1812536,36.410319,계룡면,숙박,펜션,12,3
클레어스,127.1423199,36.36216669,계룡면,카페,카페기타,3,1
클리오모텔,127.1304655,36.47035923,신관동,숙박,모텔/여관,12,3
키도펜션,127.1117867,36.50041943,우성면,숙박,펜션,19,4
킨토토/공주점,127.1372437,36.47104806,신관동,음식점,일식,8,3
킴스스크린골프,127.1410485,36.45562947,옥룡동,레저/스포츠,골프연습장,15,3
킹커힐모텔,127.1311602,36.46967249,신관동,숙박,모텔/여관,18,4
타이타닉 모텔,127.148395,36.45084196,옥룡동,숙박,모텔/여관,3,1
탄천산단주거복지센터,127.0617651,36.30213619,탄천면,사회시설,사회복지시설,23,4
탄천약국,127.0285456,36.33071607,탄천면,기타의료시설,약국,3,1
탄천휴게소/논산방향 [천안논산선],127.0700976,36.31927317,탄천면,교통시설,고속도로휴게소,22,4
탑마트/공주점,127.1401178,36.4729505,신관동,슈퍼/마트,대형슈퍼,179,5
탑모텔,127.132777,36.46960891,신관동,숙박,모텔/여관,12,3
탑텐/공주신관점,127.1324379,36.4712151,신관동,의류/직물,스포츠·캐주얼의류,50,4
태성레미콘,127.1472568,36.38454396,계룡면,업종별기업,건설업,38,4
태양공구,127.1321185,36.47064516,신관동,업종별기업,기계,3,1
태평루/[중식],127.1232375,36.61340726,정안면,음식점,중식,3,1
태화식당/[한식],127.0198109,36.55648391,사곡면,음식점,한식,68,5
토속식당,127.1230083,36.46489577,웅진동,음식점,한식,13,3
통천포요양센터,127.0487648,36.47667177,우성면,기타의료시설,요양원,7,3
투데이무인텔,127.2516366,36.36701879,반포면,숙박,모텔/여관,6,2
투썸플레이스/공주신관점,127.1408677,36.47283941,신관동,카페,커피전문점,43,4
투썸플레이스/공주월송점,127.1507508,36.47659652,월송동,카페,커피전문점,75,5
투썸플레이스/동학사점,127.2365851,36.35760541,반포면,카페,커피전문점,18,4
트리팜관광농원,127.0935131,36.3267212,이인면,레저/스포츠,관광농원,4,2
트리팜캠핑장,127.0935121,36.32674468,이인면,레저/스포츠,캠프장,111,5
튼튼키즈소아청소년과의원,127.144534,36.47411706,신관동,의료시설,의원,7,3
파리바게뜨/공주신관점,127.1373159,36.47398588,신관동,음식점,제과점,15,3
파리바게뜨/공주월송점,127.1532694,36.47582736,월송동,음식점,제과점,3,1
파리바게뜨/공주유구점,126.9520482,36.55040731,유구읍,음식점,제과점,6,2
파리바게뜨/공주중앙점,127.1248137,36.45545241,중학동,음식점,제과점,15,3
파리바게뜨/공주터미널점,127.1347105,36.46852553,신관동,음식점,제과점,3,1
파워추레라/공주지사,127.2672049,36.41211018,반포면,업종별기업,운수장비,3,1
파크오브드림,127.2580218,36.3687181,반포면,레저/스포츠,캠프장,184,5
판다팜/공주점,127.1365348,36.47320045,신관동,쇼핑기타,쇼핑기타,95,5
팔각도/공주신관점,127.1428953,36.47308939,신관동,음식점,전문음식점,14,3
팔팔무쇠삼겹,127.1364506,36.47250148,신관동,음식점,한식,74,5
팔팔청과상회,127.1211751,36.45964636,웅진동,음식료,농수축산물점,3,1
퍼스트랩피트니스,127.1522792,36.47515247,월송동,레저/스포츠,헬스,3,1
퍼시먼,127.2416517,36.35950733,반포면,카페,카페기타,6,2
평소리까페,126.9969913,36.51997104,신풍면,카페,카페기타,3,1
포레스트스테이,127.2361933,36.3586643,반포면,숙박,펜션,27,4
포시즌무인텔,127.2518588,36.3676576,반포면,숙박,모텔/여관,3,1
퐁당샤브/공주점,127.1408122,36.47406149,신관동,음식점,샤브샤브,48,4
프라하모텔,127.2538031,36.36776871,반포면,숙박,모텔/여관,22,4
프랭크버거/공주신관점,127.1379235,36.47197838,신관동,음식점,패스트푸드,3,1
프로포즈모텔,127.2514977,36.36471349,반포면,숙박,모텔/여관,14,3
프론트,127.123249,36.4508769,중학동,카페,카페기타,13,3
프롬나드,127.1749294,36.397281,계룡면,카페,카페기타,17,4
프린세스GC,127.1165905,36.65123556,정안면,레저/스포츠,골프장,1414,5
프린세스캠핑장,127.1244247,36.47656111,신관동,레저/스포츠,캠프장,48,4
프린세스피크닉카페,127.1243168,36.4765702,신관동,카페,카페기타,216,5
프린세스피크닉카페,127.1244525,36.47656111,신관동,카페,카페기타,142,5
플랜티실내테니스장/본점,127.1508666,36.49583684,의당면,레저/스포츠,테니스,66,5
피자나라치킨공주/충남공주대점,127.1327737,36.47479784,신관동,음식점,패스트푸드,3,1
피자마루/공주중동점,127.1242305,36.45417477,중학동,음식점,패스트푸드,3,1
피자스쿨,127.1373958,36.47331156,신관동,음식점,패스트푸드,3,1
피자헛/공주신관점,127.1396072,36.47452465,신관동,음식점,패스트푸드,6,2
피탕김탕,127.1390304,36.47797856,월송동,음식점,중식,801,5
필내과의원,127.1411732,36.47408927,신관동,의료시설,의원,8,3
하나님의교회 세계복음선교협회,127.1213973,36.46514573,웅진동,종교,교회시설,13,3
하나로마트/계룡농협본점,127.142689,36.36034252,계룡면,슈퍼/마트,대형슈퍼,37,4
하나로마트/공주농협옥룡점,127.1339254,36.45655266,옥룡동,슈퍼/마트,대형슈퍼,158,5
하나로마트/공주축협,127.1335284,36.47151367,신관동,슈퍼/마트,대형슈퍼,65,5
하나로마트/반포농협본점,127.2501709,36.39703122,반포면,슈퍼/마트,대형슈퍼,162,5
하나로마트/사곡농협마곡점,127.0191224,36.55613974,사곡면,슈퍼/마트,대형슈퍼,4,2
하나로마트/사곡농협본점,127.0261106,36.50292461,사곡면,슈퍼/마트,대형슈퍼,73,5
하나로마트/세종공주원예농협월송점,127.1528388,36.47583914,월송동,슈퍼/마트,대형슈퍼,29,4
하나로마트/신풍농협,126.9564393,36.51505575,신풍면,슈퍼/마트,대형슈퍼,7,3
하나로마트/우성농협,127.0883168,36.47608873,우성면,슈퍼/마트,대형슈퍼,330,5
하나로마트/유구농협,126.9535504,36.55299584,유구읍,슈퍼/마트,대형슈퍼,239,5
하나로마트/의당농협본점,127.1396176,36.49969745,의당면,슈퍼/마트,대형슈퍼,155,5
하나로마트/이인농협,127.0630561,36.36154241,이인면,슈퍼/마트,대형슈퍼,18,4
하나로마트/정안농협본점,127.1217848,36.60982366,정안면,슈퍼/마트,대형슈퍼,118,5
하나로마트/탄천농협본점,127.027345,36.33084769,탄천면,슈퍼/마트,대형슈퍼,19,4
하나투어/일등여행사점,127.1372054,36.47113941,신관동,레저/스포츠,여행사,4,2
하늘땅,127.1219253,36.43573242,금학동,음식점,한식,8,3
하늘소망교회,127.2535806,36.39654321,반포면,종교,교회시설,5,2
하늘아래토브,127.1236178,36.63743162,정안면,음식점,한식,38,4
하늘정골청국장,127.15783,36.50643374,의당면,음식점,한식,5,2
하늘펜션,127.239958,36.35984425,반포면,숙박,펜션,4,2
하루찬,127.1360051,36.4751617,신관동,음식료,반찬가게,3,1
하루한옥,127.1222743,36.46340238,웅진동,숙박,게스트하우스,24,4
하림펫푸드,127.1293118,36.62140571,정안면,업종별기업,업종별기업기타,161,5
하얀성모텔,127.0692633,36.44167588,금학동,숙박,모텔/여관,6,2
하얀펜션,127.0349319,36.55977331,사곡면,숙박,펜션,3,1
학림사,127.2475259,36.36490789,반포면,종교,절,28,4
학봉교회,127.2500257,36.36199157,반포면,종교,교회시설,6,2
학생백화점,127.1223695,36.45267493,중학동,문화용품,문구/화방,3,1
한국문화연수원,127.010073,36.5661891,사곡면,문화생활시설,문화원,304,5
한국섬유스마트공정연구원,126.9453011,36.54999614,유구읍,연구기관,연구기관기타,8,3
한국자연사박물관,127.2448594,36.3664077,반포면,문화생활시설,박물관/기념관,155,5
한남하이텍,127.161338,36.48014425,월송동,업종별기업,화학,9,3
한림로덱스,127.0491261,36.44642522,우성면,업종별기업,비금속 광물,6,2
한마음정육식당/동학사점,127.2504423,36.36099169,반포면,음식점,한식,57,5
한살림/공주매장,127.137618,36.47758885,월송동,음식료,농수축산물점,16,4
한성공업사,127.2662691,36.41139155,반포면,업종별기업,제조업,3,1
한솥도시락/공주대후문앞점,127.1372847,36.46886762,신관동,음식점,도시락전문,9,3
한엘,127.1593938,36.47770007,월송동,업종별기업,제조업,12,3
한오백년추어탕,127.1347868,36.47108794,신관동,음식점,한식,18,4
한옥마을,127.1077041,36.46447906,웅진동,음식점,분식,3,1
한우가든정육점식당,127.1348579,36.4707632,신관동,음식점,한식,54,5
한우타운,127.136233,36.47289905,신관동,음식점,한식,9,3
한일산업/중부공장,127.1622545,36.49208734,월송동,업종별기업,제조업,12,3
한일시멘트/공주공장,127.1760028,36.54588684,의당면,업종별기업,건설업,225,5
한적골,127.1380346,36.47781105,월송동,음식점,한식,95,5
한적한가게스트하우스,127.1375346,36.47869983,월송동,숙박,게스트하우스,3,1
한정아스콘,127.1830022,36.54530361,의당면,업종별기업,제조업,6,2
한천저수지,127.0868999,36.51919492,우성면,관광명소,저수지,15,3
한촌설렁탕/공주점,127.1405621,36.4766723,신관동,음식점,한식,22,4
한혜정참맛동태,127.1241471,36.45531353,중학동,음식점,한식,4,2
할로인풍,127.1228783,36.64057786,정안면,카페,카페기타,41,4
항아리가든,127.1686932,36.3704213,계룡면,음식점,한식,20,4
해달별장,127.2653854,36.36601898,반포면,카페,카페기타,3,1
해뜰/[한식],127.253192,36.36335255,반포면,음식점,한식,11,3
해물왕칼국수,127.0936776,36.45886851,우성면,음식점,한식,17,4
해성상사,127.1367844,36.50677996,의당면,업종별기업,업종별기업기타,3,1
해월카라반,127.0160682,36.5152462,사곡면,레저/스포츠,캠프장,34,4
행복사우나,127.1352571,36.4709507,신관동,생활서비스,목욕탕/사우나,3,1
행복한오리,127.1429954,36.47648311,신관동,음식점,전문음식점,7,3
행주치마,127.2660242,36.36568569,반포면,카페,카페기타,7,3
향마루뜸북장/동학사점,127.2339156,36.4001538,반포면,음식점,부페,3,1
향설,127.1214275,36.46656849,웅진동,카페,전통찻집,6,2
향수,127.1215731,36.6273864,정안면,음식점,세계요리,108,5
향지리마을회관,127.1176486,36.35721357,계룡면,사회시설,회관,3,1
헤어림,127.1382568,36.47683894,신관동,생활서비스,미용실,3,1
현대요양병원,127.1329796,36.46883982,신관동,의료시설,요양병원,125,5
현대철물,127.1331184,36.47183948,신관동,생활서비스,철물점,10,3
현대타일,127.1333359,36.47318059,신관동,건축자재,인테리어,4,2
현일산업개발공사,126.9821589,36.56052292,유구읍,업종별기업,업종별기업기타,38,4
형산강가든/[한식],127.1942801,36.41623506,계룡면,음식점,한식,7,3
호두나무집,127.1232662,36.45524177,중학동,음식점,한식,3,1
호텔공산여관,127.131419,36.47034,신관동,숙박,모텔/여관,80,5
호텔공주,127.1298132,36.46995079,신관동,숙박,호텔,299,5
호텔궁,127.249359,36.36626886,반포면,숙박,모텔/여관,3,1
호텔금강,127.1310631,36.47045074,신관동,숙박,호텔,191,5
호텔델루나,127.1328962,36.46861762,신관동,숙박,모텔/여관,8,3
호텔르네상스,127.1319241,36.46861762,신관동,숙박,모텔/여관,102,5
호텔문,127.2491924,36.36668548,반포면,숙박,모텔/여관,9,3
호텔미인,127.1309797,36.46986747,신관동,숙박,모텔/여관,183,5
호텔소설,127.2540808,36.3685464,반포면,숙박,호텔,12,3
호텔스테이오늘/공주점,127.1300975,36.47053803,신관동,숙박,모텔/여관,32,4
호텔카이,127.1212584,36.4633126,웅진동,숙박,모텔/여관,11,3
호텔패션,127.1327296,36.4683121,신관동,숙박,모텔/여관,62,5
홀리데이호텔,127.2505811,36.36771314,반포면,숙박,호텔,3,1
홀인원모텔,127.2513148,36.36451582,반포면,숙박,모텔/여관,3,1
홍기와쭈꾸미,127.2557194,36.3873776,반포면,음식점,전문음식점,624,5
홍능숯불갈비,127.1346461,36.47120067,신관동,음식점,한식,60,5
홍휘관,127.1229959,36.46598492,웅진동,숙박,전통숙소,4,2
화덕구이고등어,127.1431452,36.47981085,월송동,음식점,한식,21,4
화덕구이고등어,127.1431495,36.47980746,월송동,음식점,한식,23,4
화로가,127.155283,36.48197734,월송동,음식점,한식,3,1
화이트리풀빌라펜션,127.0221,36.53041548,사곡면,숙박,펜션,3,1
화정교회,127.0538216,36.28524917,탄천면,종교,교회시설,3,1
화평침례교회,127.1205078,36.53585988,정안면,종교,교회시설,3,1
황금소나무,127.1378679,36.47794992,월송동,카페,카페기타,3,1
황금코다리/공주점,127.1470199,36.48162417,월송동,음식점,한식,3,1
황금코다리/공주점,127.1470578,36.48160136,월송동,음식점,한식,11,3
황새바위순교성지,127.1199252,36.46359034,웅진동,종교,성당시설,251,5
황칠나무흑염소요리전문점,127.164477,36.44612037,옥룡동,음식점,한식,3,1
황토성참숯가마찜질방,127.1956966,36.42456746,반포면,생활서비스,찜질방,13,3
황토촌,127.1238972,36.4560079,중학동,음식점,한식,15,3
황해도전통손만두국,127.1343407,36.4512585,옥룡동,음식점,한식,14,3
회떠,127.1367292,36.47328378,신관동,음식점,전문음식점,19,4
회랑구이,127.1378402,36.47817212,월송동,음식점,일식,5,2
효성부동산,127.1355904,36.46853431,신관동,생활서비스,부동산,23,4
효심공원,127.1276191,36.45400815,중동,관광명소,공원,3,1
효약국,127.1245082,36.45850762,웅진동,기타의료시설,약국,3,1
후라이드참잘하는집/공주신관점,127.1453117,36.47647791,신관동,음식점,치킨,15,3
후레쉬마트,127.1355904,36.47328377,신관동,슈퍼/마트,슈퍼/마트 기타,4,2
후멜로,127.2141257,36.42286516,반포면,카페,카페기타,177,5
훼미리낚시터,127.1669872,36.4386425,옥룡동,레저/스포츠,낚시,26,4
휘연,127.2561984,36.38650069,반포면,카페,카페기타,75,5
휴먼바이오,127.142312,36.47914425,월송동,연구기관,연구기관기타,3,1
휴펜션,127.2520398,36.3625986,반포면,숙박,펜션,6,2
희망식당,127.1292299,36.47045073,신관동,술집,호프,57,5
희준농축산물,127.1483393,36.47272835,신관동,음식료,정육점,3,1
힐스포레,126.9496549,36.51658331,신풍면,레저/스포츠,관광농원,410,5
힐스포레베이커리,126.9513861,36.51673414,신풍면,음식점,제과점,41,4
힐하우스펜션,127.2440262,36.35985289,반포면,숙박,펜션,6,2
